dimension,toy_a,toy_b,winner,timestamp
developmental_longevity,anki-overdrive,baby-einstein-octopus,anki-overdrive,2025-12-26T14:34:41.588Z
practical_sustainability,baby-einstein-octopus,baby-walker,baby-walker,2025-12-26T14:34:51.026Z
developmental_longevity,baby-einstein-octopus,baby-walker,baby-einstein-octopus,2025-12-26T14:34:52.713Z
practical_sustainability,alphabet-blocks,anki-overdrive,alphabet-blocks,2025-12-26T14:35:05.662Z
sensory_engagement,baby-einstein-octopus,baby-play-gym,baby-play-gym,2025-12-26T14:35:12.867Z
productive_challenge,alphabet-blocks,anki-overdrive,anki-overdrive,2025-12-26T14:35:22.866Z
expressive_range,anatomy-model,anki-overdrive,anki-overdrive,2025-12-26T14:35:25.098Z
sensory_engagement,anki-overdrive,baby-rattle,baby-rattle,2025-12-26T14:35:35.001Z
developmental_longevity,baby-einstein-octopus,baby-rattle,baby-einstein-octopus,2025-12-26T14:35:40.218Z
sensory_engagement,art-easel,baby-play-gym,art-easel,2025-12-26T14:35:42.866Z
expressive_range,anki-overdrive,baby-play-gym,anki-overdrive,2025-12-26T14:35:50.496Z
sensory_engagement,anatomy-model,baby-walker,baby-walker,2025-12-26T14:35:54.730Z
practical_sustainability,activity-desk,baby-play-gym,baby-play-gym,2025-12-26T14:36:00.451Z
social_affordance,anatomy-model,anki-overdrive,anki-overdrive,2025-12-26T14:36:07.465Z
expressive_range,activity-desk,baby-play-gym,activity-desk,2025-12-26T14:36:09.211Z
generativity,anki-overdrive,baby-einstein-octopus,anki-overdrive,2025-12-26T14:36:15.946Z
productive_challenge,aquadoodle-mat,banana-toothbrush,aquadoodle-mat,2025-12-26T14:37:07.223Z
productive_challenge,barbie,building-gears,building-gears,2025-12-26T14:37:08.087Z
developmental_longevity,alphabet-blocks,balance-beam,alphabet-blocks,2025-12-26T14:37:11.359Z
expressive_range,anatomy-model,calico-critters,calico-critters,2025-12-26T14:37:17.995Z
expressive_range,baby-einstein-octopus,barbie,barbie,2025-12-26T14:37:19.219Z
social_affordance,bowling-set,brio-train-set,brio-train-set,2025-12-26T14:37:29.778Z
productive_challenge,badminton-set,basketball-hoop,basketball-hoop,2025-12-26T14:37:29.844Z
sensory_engagement,badminton-set,basketball-hoop,basketball-hoop,2025-12-26T14:37:35.799Z
social_affordance,baby-rattle,basketball-hoop,basketball-hoop,2025-12-26T14:37:38.281Z
sensory_engagement,baby-rattle,building-gears,building-gears,2025-12-26T14:37:40.974Z
sensory_engagement,aquadoodle-mat,baseball-tee-set,baseball-tee-set,2025-12-26T14:37:56.786Z
practical_sustainability,barbie,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:37:57.024Z
productive_challenge,anki-overdrive,brio-train-set,brio-train-set,2025-12-26T14:38:05.932Z
practical_sustainability,baby-rattle,ballpit,baby-rattle,2025-12-26T14:38:07.091Z
social_affordance,art-easel,calico-critters,calico-critters,2025-12-26T14:38:09.582Z
expressive_range,aquadoodle-mat,banana-toothbrush,aquadoodle-mat,2025-12-26T14:38:21.255Z
sensory_engagement,activity-desk,botley,botley,2025-12-26T14:38:32.060Z
generativity,balance-beam,bowling-set,balance-beam,2025-12-26T14:38:42.766Z
generativity,brio-train-set,calico-critters,tie,2025-12-26T14:38:46.055Z
developmental_longevity,baby-play-gym,badminton-set,badminton-set,2025-12-26T14:38:49.227Z
productive_challenge,baby-walker,barbie,baby-walker,2025-12-26T14:38:51.882Z
productive_challenge,ballpit,basketball-hoop,basketball-hoop,2025-12-26T14:38:57.261Z
productive_challenge,baby-play-gym,busy-board,busy-board,2025-12-26T14:38:58.961Z
generativity,banana-toothbrush,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:39:08.044Z
practical_sustainability,art-easel,bowling-set,bowling-set,2025-12-26T14:39:17.488Z
practical_sustainability,baby-play-gym,brio-train-set,brio-train-set,2025-12-26T14:39:20.938Z
sensory_engagement,barbie,botley,botley,2025-12-26T14:39:22.890Z
generativity,banana-toothbrush,calico-critters,calico-critters,2025-12-26T14:39:23.842Z
expressive_range,alphabet-blocks,brio-train-set,brio-train-set,2025-12-26T14:39:32.446Z
practical_sustainability,badminton-set,botley,badminton-set,2025-12-26T14:39:32.522Z
sensory_engagement,baby-walker,bowling-set,baby-walker,2025-12-26T14:39:38.967Z
sensory_engagement,balance-beam,banana-toothbrush,balance-beam,2025-12-26T14:39:40.941Z
productive_challenge,anki-overdrive,ballpit,anki-overdrive,2025-12-26T14:39:42.460Z
sensory_engagement,banana-toothbrush,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:39:49.247Z
expressive_range,baby-play-gym,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:39:51.313Z
expressive_range,anki-overdrive,badminton-set,anki-overdrive,2025-12-26T14:39:51.330Z
generativity,baby-walker,balance-beam,balance-beam,2025-12-26T14:39:57.039Z
social_affordance,banana-toothbrush,basketball-hoop,basketball-hoop,2025-12-26T14:39:57.240Z
generativity,baby-einstein-octopus,ballpit,ballpit,2025-12-26T14:40:04.364Z
practical_sustainability,basketball-hoop,busy-board,busy-board,2025-12-26T14:40:05.064Z
social_affordance,baby-walker,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:40:08.849Z
generativity,baby-walker,busy-board,busy-board,2025-12-26T14:40:12.591Z
social_affordance,bug-vacuum-explorer-kit,calico-critters,calico-critters,2025-12-26T14:40:13.887Z
social_affordance,badminton-set,banana-toothbrush,badminton-set,2025-12-26T14:40:21.073Z
sensory_engagement,banana-toothbrush,basketball-hoop,basketball-hoop,2025-12-26T14:40:22.953Z
generativity,activity-desk,basketball-hoop,activity-desk,2025-12-26T14:40:28.708Z
expressive_range,alphabet-blocks,bug-vacuum-explorer-kit,alphabet-blocks,2025-12-26T14:40:33.884Z
generativity,baby-rattle,baseball-tee-set,baseball-tee-set,2025-12-26T14:40:38.750Z
productive_challenge,baby-walker,brio-train-set,brio-train-set,2025-12-26T14:40:40.152Z
generativity,botley,building-gears,building-gears,2025-12-26T14:40:41.472Z
generativity,bowling-set,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:40:45.489Z
social_affordance,baby-play-gym,banana-toothbrush,baby-play-gym,2025-12-26T14:40:46.968Z
social_affordance,banana-toothbrush,building-gears,building-gears,2025-12-26T14:40:50.879Z
expressive_range,anatomy-model,bowling-set,anatomy-model,2025-12-26T14:40:58.563Z
expressive_range,basketball-hoop,calico-critters,calico-critters,2025-12-26T14:40:58.974Z
social_affordance,bowling-set,bug-vacuum-explorer-kit,bowling-set,2025-12-26T14:41:07.194Z
social_affordance,balance-beam,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:41:08.020Z
practical_sustainability,baby-rattle,barbie,baby-rattle,2025-12-26T14:41:13.145Z
sensory_engagement,ballpit,building-gears,building-gears,2025-12-26T14:41:15.789Z
productive_challenge,badminton-set,bowling-set,badminton-set,2025-12-26T14:41:20.535Z
practical_sustainability,badminton-set,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:41:25.523Z
practical_sustainability,baby-play-gym,calico-critters,baby-play-gym,2025-12-26T14:41:32.572Z
productive_challenge,barbie,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:41:36.053Z
practical_sustainability,baby-play-gym,barbie,baby-play-gym,2025-12-26T14:41:38.328Z
generativity,brio-train-set,bug-vacuum-explorer-kit,brio-train-set,2025-12-26T14:41:46.913Z
practical_sustainability,aquadoodle-mat,calico-critters,aquadoodle-mat,2025-12-26T14:41:49.035Z
social_affordance,badminton-set,building-gears,building-gears,2025-12-26T14:42:00.817Z
social_affordance,art-easel,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:42:01.419Z
expressive_range,activity-desk,building-gears,building-gears,2025-12-26T14:42:04.740Z
expressive_range,anatomy-model,barbie,barbie,2025-12-26T14:42:09.449Z
sensory_engagement,anki-overdrive,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:42:09.636Z
developmental_longevity,baby-play-gym,botley,botley,2025-12-26T14:42:17.887Z
developmental_longevity,bruder-construction-truck,building-gears,building-gears,2025-12-26T14:42:19.062Z
social_affordance,baby-play-gym,busy-board,busy-board,2025-12-26T14:42:26.720Z
practical_sustainability,alphabet-blocks,baseball-tee-set,alphabet-blocks,2025-12-26T14:42:28.603Z
generativity,anatomy-model,bruder-construction-truck,bruder-construction-truck,2025-12-26T14:42:36.105Z
developmental_longevity,baby-einstein-octopus,basketball-hoop,basketball-hoop,2025-12-26T14:42:37.117Z
sensory_engagement,bowling-set,busy-board,busy-board,2025-12-26T14:42:45.484Z
social_affordance,baby-einstein-octopus,busy-board,busy-board,2025-12-26T14:42:52.968Z
expressive_range,baby-einstein-octopus,ballpit,ballpit,2025-12-26T14:42:55.158Z
expressive_range,aquadoodle-mat,balance-beam,balance-beam,2025-12-26T14:42:55.376Z
productive_challenge,brio-train-set,busy-board,brio-train-set,2025-12-26T14:43:03.619Z
expressive_range,alphabet-blocks,barbie,barbie,2025-12-26T14:43:03.624Z
productive_challenge,anatomy-model,basketball-hoop,basketball-hoop,2025-12-26T14:43:09.331Z
social_affordance,art-easel,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-26T14:43:18.071Z
productive_challenge,anki-overdrive,banana-toothbrush,anki-overdrive,2025-12-26T14:43:18.354Z
sensory_engagement,badminton-set,botley,badminton-set,2025-12-26T14:43:19.100Z
developmental_longevity,art-easel,ballpit,art-easel,2025-12-26T14:43:25.390Z
expressive_range,baby-play-gym,banana-toothbrush,baby-play-gym,2025-12-26T14:43:31.734Z
expressive_range,alphabet-blocks,balance-beam,alphabet-blocks,2025-12-26T14:43:33.411Z
generativity,baby-einstein-octopus,barbie,barbie,2025-12-26T14:43:39.958Z
social_affordance,balance-beam,basketball-hoop,basketball-hoop,2025-12-26T14:43:40.526Z
sensory_engagement,banana-toothbrush,barbie,barbie,2025-12-26T14:43:46.190Z
social_affordance,baby-walker,bowling-set,bowling-set,2025-12-26T14:43:48.263Z
social_affordance,alphabet-blocks,banana-toothbrush,alphabet-blocks,2025-12-26T14:43:48.651Z
practical_sustainability,alphabet-blocks,barbie,alphabet-blocks,2025-12-26T14:43:58.264Z
generativity,alphabet-blocks,busy-board,alphabet-blocks,2025-12-26T14:43:59.856Z
expressive_range,baby-rattle,bowling-set,bowling-set,2025-12-26T14:44:00.007Z
social_affordance,bowling-set,building-gears,building-gears,2025-12-26T14:44:05.263Z
expressive_range,bug-vacuum-explorer-kit,calico-critters,calico-critters,2025-12-26T14:44:06.481Z
generativity,finger-paint,fisher-price-laugh-learn,finger-paint,2025-12-26T15:12:16.322Z
social_affordance,crystal-growing-kit,etch-a-sketch,etch-a-sketch,2025-12-26T15:12:17.236Z
sensory_engagement,banana-toothbrush,doctor-kit,doctor-kit,2025-12-26T15:12:20.545Z
generativity,bug-vacuum-explorer-kit,chess-for-kids,chess-for-kids,2025-12-26T15:12:31.345Z
practical_sustainability,drum,flash-cards,drum,2025-12-26T15:12:34.217Z
expressive_range,chutes-and-ladders,farm-animals,farm-animals,2025-12-26T15:12:39.327Z
sensory_engagement,busy-board,dollhouse,busy-board,2025-12-26T15:12:41.895Z
practical_sustainability,candy-land,duplo,candy-land,2025-12-26T15:12:43.326Z
productive_challenge,basketball-hoop,dollhouse,basketball-hoop,2025-12-26T15:12:50.999Z
developmental_longevity,busy-board,flash-cards,flash-cards,2025-12-26T15:12:54.768Z
productive_challenge,baby-walker,fisher-price-laugh-learn,baby-walker,2025-12-26T15:12:58.784Z
developmental_longevity,busy-board,drum,drum,2025-12-26T15:13:03.278Z
productive_challenge,anki-overdrive,farm-animals,anki-overdrive,2025-12-26T15:13:07.236Z
developmental_longevity,art-easel,candy-land,art-easel,2025-12-26T15:13:11.790Z
sensory_engagement,bruder-construction-truck,etch-a-sketch,bruder-construction-truck,2025-12-26T15:13:16.407Z
practical_sustainability,baby-walker,chutes-and-ladders,chutes-and-ladders,2025-12-26T15:13:21.583Z
social_affordance,chutes-and-ladders,fidget-spinner,chutes-and-ladders,2025-12-26T15:13:25.018Z
sensory_engagement,badminton-set,dolls,badminton-set,2025-12-26T15:13:39.801Z
practical_sustainability,baby-walker,climbing-dome,climbing-dome,2025-12-26T15:13:39.866Z
expressive_range,activity-desk,banana-toothbrush,activity-desk,2025-12-26T15:14:05.254Z
generativity,activity-desk,badminton-set,activity-desk,2025-12-26T15:14:15.109Z
productive_challenge,barbie,candy-land,barbie,2025-12-26T15:14:15.513Z
developmental_longevity,barbie,calico-critters,barbie,2025-12-26T15:14:18.694Z
social_affordance,alphabet-blocks,fidget-spinner,alphabet-blocks,2025-12-26T15:14:26.027Z
practical_sustainability,balance-beam,botley,balance-beam,2025-12-26T15:14:28.573Z
sensory_engagement,cash-register,catan-junior,cash-register,2025-12-26T15:14:34.462Z
sensory_engagement,calico-critters,crayons,crayons,2025-12-26T15:14:35.646Z
social_affordance,baby-walker,duplo,duplo,2025-12-26T15:14:37.112Z
productive_challenge,brio-train-set,cuisenaire-rods,cuisenaire-rods,2025-12-26T15:14:44.539Z
generativity,baby-play-gym,chess-for-kids,chess-for-kids,2025-12-26T15:14:47.097Z
practical_sustainability,cozy-coupe,doctor-kit,cozy-coupe,2025-12-26T15:14:48.261Z
developmental_longevity,baby-einstein-octopus,farm-animals,farm-animals,2025-12-26T15:14:54.836Z
generativity,badminton-set,dinosaurs,dinosaurs,2025-12-26T15:14:57.758Z
sensory_engagement,bruder-construction-truck,cash-register,bruder-construction-truck,2025-12-26T15:14:58.543Z
expressive_range,anatomy-model,fisher-price-laugh-learn,fisher-price-laugh-learn,2025-12-26T15:15:07.244Z
developmental_longevity,anki-overdrive,crayons,crayons,2025-12-26T15:15:08.803Z
sensory_engagement,baby-einstein-octopus,banana-toothbrush,baby-einstein-octopus,2025-12-26T15:15:10.374Z
sensory_engagement,checkers,finger-paint,finger-paint,2025-12-26T15:15:17.287Z
expressive_range,busy-board,color-wonder,color-wonder,2025-12-26T15:15:18.529Z
expressive_range,baseball-tee-set,candy-land,candy-land,2025-12-26T15:15:25.532Z
sensory_engagement,balance-beam,fidget-spinner,balance-beam,2025-12-26T15:15:30.374Z
practical_sustainability,baby-walker,doctor-kit,doctor-kit,2025-12-26T15:15:45.294Z
practical_sustainability,candy-land,catan-junior,candy-land,2025-12-26T15:15:49.129Z
practical_sustainability,baby-play-gym,basketball-hoop,basketball-hoop,2025-12-26T15:15:54.765Z
practical_sustainability,baseball-tee-set,crystal-growing-kit,baseball-tee-set,2025-12-26T15:16:00.076Z
productive_challenge,color-wonder,connect-four,connect-four,2025-12-26T15:16:00.271Z
practical_sustainability,art-easel,botley,art-easel,2025-12-26T15:16:09.760Z
practical_sustainability,farm-animals,finger-paint,farm-animals,2025-12-26T15:16:11.478Z
sensory_engagement,bruder-construction-truck,calico-critters,bruder-construction-truck,2025-12-26T15:16:14.944Z
productive_challenge,baseball-tee-set,chew-necklace,baseball-tee-set,2025-12-26T15:16:18.257Z
generativity,busy-board,doctor-kit,doctor-kit,2025-12-26T15:16:23.446Z
social_affordance,brio-train-set,etch-a-sketch,brio-train-set,2025-12-26T15:16:24.027Z
social_affordance,color-wonder,fidget-spinner,color-wonder,2025-12-26T15:16:31.230Z
generativity,aquadoodle-mat,bug-vacuum-explorer-kit,aquadoodle-mat,2025-12-26T15:16:35.873Z
expressive_range,alphabet-blocks,candy-land,alphabet-blocks,2025-12-26T15:16:41.139Z
developmental_longevity,balance-beam,checkers,checkers,2025-12-26T15:16:46.410Z
developmental_longevity,badminton-set,dolls,dolls,2025-12-26T15:16:51.695Z
sensory_engagement,baby-rattle,ballpit,ballpit,2025-12-26T15:16:54.072Z
social_affordance,building-gears,flash-cards,building-gears,2025-12-26T15:17:02.538Z
productive_challenge,ballpit,finger-paint,finger-paint,2025-12-26T15:17:03.708Z
social_affordance,crayons,doctor-kit,doctor-kit,2025-12-26T15:17:14.676Z
sensory_engagement,badminton-set,bruder-construction-truck,bruder-construction-truck,2025-12-26T15:17:15.791Z
sensory_engagement,cash-register,fisher-price-laugh-learn,cash-register,2025-12-26T15:17:23.646Z
expressive_range,ballpit,crystal-growing-kit,ballpit,2025-12-26T15:17:24.917Z
generativity,balance-beam,chew-necklace,balance-beam,2025-12-26T15:17:25.174Z
developmental_longevity,etch-a-sketch,fidget-spinner,etch-a-sketch,2025-12-26T15:17:32.247Z
developmental_longevity,candy-land,catan-junior,catan-junior,2025-12-26T15:17:35.203Z
practical_sustainability,bruder-construction-truck,color-wonder,bruder-construction-truck,2025-12-26T15:17:36.859Z
developmental_longevity,chess-for-kids,crystal-growing-kit,chess-for-kids,2025-12-26T15:17:43.383Z
developmental_longevity,baby-einstein-octopus,cozy-coupe,cozy-coupe,2025-12-26T15:17:49.181Z
productive_challenge,color-wonder,dolls,dolls,2025-12-26T15:17:54.483Z
developmental_longevity,ballpit,cuisenaire-rods,cuisenaire-rods,2025-12-26T15:17:57.946Z
social_affordance,building-gears,catan-junior,building-gears,2025-12-26T15:18:02.213Z
expressive_range,alphabet-blocks,foosball-table,alphabet-blocks,2025-12-26T15:18:05.144Z
social_affordance,aquadoodle-mat,dollhouse,dollhouse,2025-12-26T15:18:06.851Z
generativity,connect-four,doctor-kit,doctor-kit,2025-12-26T15:18:07.200Z
social_affordance,barbie,fidget-spinner,barbie,2025-12-26T15:18:15.045Z
practical_sustainability,baby-walker,dolls,baby-walker,2025-12-26T15:18:19.135Z
productive_challenge,art-easel,dolls,art-easel,2025-12-26T15:18:20.438Z
developmental_longevity,balance-beam,crayons,crayons,2025-12-26T15:18:23.792Z
productive_challenge,cash-register,chess-for-kids,chess-for-kids,2025-12-26T15:18:27.730Z
generativity,art-easel,connect-four,art-easel,2025-12-26T15:18:31.548Z
developmental_longevity,activity-desk,busy-board,busy-board,2025-12-26T15:18:34.535Z
productive_challenge,baby-walker,flash-cards,flash-cards,2025-12-26T15:18:37.184Z
generativity,art-easel,banana-toothbrush,art-easel,2025-12-26T15:18:39.858Z
generativity,baby-play-gym,flash-cards,flash-cards,2025-12-26T15:18:43.585Z
practical_sustainability,baby-rattle,candy-land,baby-rattle,2025-12-26T15:18:45.280Z
generativity,anki-overdrive,finger-paint,finger-paint,2025-12-26T15:18:48.990Z
generativity,candy-land,foosball-table,foosball-table,2025-12-26T15:18:55.440Z
productive_challenge,baby-rattle,drum,drum,2025-12-26T15:18:57.646Z
productive_challenge,aquadoodle-mat,calico-critters,calico-critters,2025-12-26T15:19:00.691Z
developmental_longevity,doctor-kit,dollhouse,dollhouse,2025-12-26T15:19:06.194Z
developmental_longevity,barbie,duplo,duplo,2025-12-26T15:19:12.925Z
sensory_engagement,ballpit,dollhouse,ballpit,2025-12-26T15:19:14.837Z
practical_sustainability,crystal-growing-kit,fidget-spinner,fidget-spinner,2025-12-26T15:19:25.303Z
developmental_longevity,building-gears,catan-junior,building-gears,2025-12-26T15:19:28.414Z
developmental_longevity,dollhouse,flash-cards,dollhouse,2025-12-26T15:19:32.649Z
practical_sustainability,ballpit,chew-necklace,chew-necklace,2025-12-26T15:19:33.963Z
sensory_engagement,badminton-set,baseball-tee-set,baseball-tee-set,2025-12-26T15:19:35.690Z
social_affordance,chew-necklace,color-wonder,color-wonder,2025-12-26T15:19:41.650Z
social_affordance,climbing-dome,crayons,climbing-dome,2025-12-26T15:19:44.488Z
developmental_longevity,art-easel,chew-necklace,art-easel,2025-12-26T15:19:50.356Z
